text,label
Order Subtotal $19.99 Standard Delivery $12.99 Care & Handling $2.99 Tax $2.38 Total $38.35 Savings Today $10.00,Depends
Hugs and Kisses Rose Bouquet $44.99 Discount -$6.75 Delivery $13.99 Tax $3.46 Item Total $55.69,Depends
Free 60 day VIP trial membership with this order. Cancel anytime.,Depends
"WOULD YOU LIKE A FREE NEXT DIRECTORY? Explore all the latest collections from your free Next Directory. By opting in to receive the Next Directory you agree that we may send you, at our discretion, further Directories usually in January and July each year, at a charge of £3.75 per publication. You also agree to receive supplementary Directories and ‘New In’ publications at no additional charge.",Depends
"◊After 1 year, subscription auto renews with fee. Review your iFit® Coach account on a computer, tablet, smartphone, or equipment console.",Depends
"Be part of the best family ever & enjoy 15% in VIP Benefits on every order, every day. That's 10% Instant Savings plus 5% back in Rewards Cash on everything. Plus, enjoy 90 days to test run your shoes, socks, and insoles. And so much more! Join today for just $1.99 your first year.  ",Depends
"1 Netflix offer: Not available to customers with an active Netflix offer from Vodafone. Available only on Red+ Lite, Unlimited, Red+ Essentials and Red+ until the 8th of August 2019. Exit fee of $60 applies if you exit or transfer your plan before 6 months. Plan exit fees may also apply. Netflix Offer: One year Netflix ‘Standard’ plan ($14.99 a month) credit will be applied to your Netflix account on activation. At the end of your credit, you will be charged at your Netflix plan rate unless you cancel your Netflix subscription. Cancel Netflix at any time. Netflix compatible device required. See eligible plans and full Netflix terms.",Depends
Enjoy FREE shipping with WSJwine Advantage,Depends
Hurry up! Only 4 left in stock,Dark Patterns Found
Hurry! Only 7 left in stock.,Dark Patterns Found
HURRY! ONLY 31 LEFT IN STOCK.,Dark Patterns Found
ONLY 14 LEFT AT THIS PRICE,Dark Patterns Found
"128 sold today! Hurry, only a few left!",Dark Patterns Found
Hurry! Only 6 left in stock.,Dark Patterns Found
Hurry! Only 6 left in stock.,Dark Patterns Found
"894 Claimed! Hurry, only a few left!",Dark Patterns Found
Hurry! Only 9 left in stock.,Dark Patterns Found
"803 Claimed! Hurry, only a few left!",Dark Patterns Found
ONLY 11 LEFT,Dark Patterns Found
HURRY! ONLY 11 LEFT IN STOCK.,Dark Patterns Found
Hurry Up ! Just 2 Items Left in stock,Dark Patterns Found
Hurry! Only 4 left in stock.,Dark Patterns Found
ONLY 13 LEFT,Dark Patterns Found
HURRY! ONLY 14 LEFT IN STOCK.,Dark Patterns Found
HURRY! ONLY 58 LEFT IN STOCK!,Dark Patterns Found
Shipping Insurance Remove Insurance,Depends
SUPPORT THE AMERICAN SUPRESSOR ASSOCIATION,Depends
Purchase protection added,Depends
Spin to unlock your mystery offer,Dark Patterns Found
